soil,pH,type,temp,rainfall,humidity,sowing_month,crop
arid,6.774129847600536,loam,26.660938599464536,74.976335706948,57.399398522532046,5,maize
alluvial,6.558127298436215,loam,24.25284255223219,48.32337514142596,55.07954557053021,12,wheat
mountain,5.11165726304263,loam,20.224199600318943,292.7367997705188,71.39732192148914,4,tea
black,6.6147111610694225,sand,22.792941051238707,100.79980548323378,59.633537372376516,8,maize
alluvial,5.940187703024236,loam,27.023219708214604,185.03428264061927,73.33123438801033,6,jute
laterite,5.614861351570799,loam,17.848102599671698,232.41106585455222,80.04854532603505,10,coffee
alluvial,5.877310693210381,clay,27.44620323999066,185.2666356608363,61.00641903221182,5,rice
redandyellow,5.6767898843019085,loam,26.75546801437934,132.41040192958766,76.71608901826032,12,coffee
laterite,6.155902820283283,loam,21.18381357844902,51.18107025046604,53.51783881455692,6,cotton
black,6.389175464156567,clay,27.786511341107065,79.75372362292653,56.74751521635379,4,cotton
laterite,6.0796252378090445,loam,25.01237422473359,127.17192828116505,86.12024521805435,10,coffee
arid,6.765364878966137,loam,25.105931210611523,71.16274118625135,64.86958743210641,6,maize
laterite,6.30031612668008,loam,30.15082101471141,77.93103937438687,55.23820475183236,4,cotton
redandyellow,5.66495962382386,loam,15.340373378610634,171.47822442622575,74.83803410681466,8,coffee
black,6.545779672796307,loam,29.563145239217093,152.76493195361843,50.32266025468692,8,sugarcane
alluvial,6.279208486481555,clay,35.08571198870051,248.83394663010313,64.15479070439156,5,rice
laterite,5.721885253082311,loam,27.41548139870729,170.28258006441985,72.2493334128103,10,coffee
alluvial,6.892950538539872,clay,22.27660917052711,39.000128639526764,56.278463351072986,12,wheat
alluvial,5.739606407908222,clay,30.471972913762187,221.88210486285894,69.70345553299349,5,rice
black,6.681645037062431,loam,29.019282307706284,147.13872098281107,56.56431105418372,10,sugarcane
redandyellow,6.956606876766595,loam,32.126421750415396,144.81320591621667,56.792060311989346,11,sugarcane
alluvial,5.807060490118031,clay,26.081390520560085,243.49080882158324,88.3911911073728,5,jute
alluvial,6.4074817190984525,loam,26.655089057481444,185.9820243742303,72.35040591185823,7,jute
mountain,5.118756966012751,clay,26.962367004346525,297.9323545379819,68.41972937235074,3,tea
alluvial,6.058665854923908,clay,34.66307646308957,229.85925361401738,66.45363439439309,6,rice
redandyellow,6.25579688299561,loam,21.697108523825083,233.0998141725894,77.48950950863666,11,coffee
black,6.053217141899387,clay,26.88470789458097,60.120007378657014,59.511225277498056,4,cotton
alluvial,6.614156315190235,loam,24.545560534895266,165.07447873251704,83.23644013046109,8,jute
alluvial,6.248311012126957,loam,22.291654502524747,44.79608774095853,57.6988780216216,12,wheat
black,6.503311277240929,sand,23.941500852918097,93.5280950064676,64.02700633705977,6,maize
redandyellow,5.998339557230177,loam,19.11421852391926,153.54197413231404,74.89191117058509,11,coffee
alluvial,6.663077827484557,loam,22.42980845179265,37.9135806650543,56.96292760964444,11,wheat
alluvial,6.726965822177783,clay,21.046526400275393,68.80996255940579,56.789549153372775,9,wheat
black,6.675569167639991,clay,22.25449431014755,32.770723486546544,57.5616353191164,12,wheat
black,6.282636542904402,clay,26.329119349255755,69.97077708857817,57.276031611925305,2,cotton
alluvial,6.005554793738304,sand,25.219858755183385,89.74264684222018,59.47257887615597,7,maize
alluvial,5.566945972694086,clay,35.53701193462306,260.9496954250379,64.22213644180272,4,rice
black,6.227546642864106,clay,32.7679432367964,75.63380912134504,51.23016461525627,7,cotton
redandyellow,5.5419195263960965,loam,20.659852503425114,129.52139920085645,72.79963591460917,9,coffee
alluvial,6.403767367295371,clay,26.020702360423854,220.56487337160712,82.68501007464214,6,jute
black,6.515288344180457,loam,29.95861870899855,159.62848507071243,50.34000786249184,11,sugarcane
alluvial,6.543987597393021,clay,26.34422765412772,179.57467859678638,75.19686024834779,6,jute
alluvial,6.814417494792254,loam,37.372479233210036,147.27984609402628,50.2679290356253,11,sugarcane
mountain,4.505495268113171,loam,29.79534382156406,244.76973722812144,67.81970036357346,3,tea
black,6.430644673174785,sand,28.530934215117092,94.7891243103032,55.969655797105574,4,cotton
black,6.112344968361962,sand,21.112836332203933,87.97217002112737,59.92642120904574,5,maize
alluvial,5.96690711073729,clay,34.13730715387143,289.3627189072779,65.76687798779957,5,rice
black,6.436883947473274,loam,24.786745596735663,96.62238726764238,59.52245566785861,2,cotton
black,6.67672254519535,loam,22.233822371884443,72.8007921828146,55.02260867492773,12,wheat
alluvial,6.796435230123505,loam,33.80797061472337,159.3912045922909,55.56853762162125,10,sugarcane
arid,6.4085736735864085,sand,25.89567946063903,65.76439291668333,62.8186550605313,5,maize
alluvial,5.577845931462329,clay,26.936218048710305,216.98034430017645,69.45904302780674,5,rice
laterite,5.748424380817403,loam,22.003730597763152,102.89520631131589,77.42301828319121,9,coffee
black,6.010209939420877,clay,22.7557938771459,40.77572645368618,59.36792114872652,10,wheat
mountain,4.6287775122415376,loam,29.065134958908082,215.69056965724346,74.38206815882123,3,tea
alluvial,6.5653746698607645,loam,33.34815762261472,157.9855351523692,82.3034529932299,8,jute
mountain,4.702416095999678,clay,23.940268292869426,177.61450036876263,73.13463554609454,3,tea
mountain,5.216099968982263,clay,29.12385241656328,174.16600356751766,69.93078921186132,3,tea
alluvial,5.985803445362004,clay,32.129374215841025,171.31343674481292,85.39865331341593,5,jute
alluvial,5.831545792544344,clay,35.45508750397036,208.24950766035397,78.83775510467532,6,jute
alluvial,6.037243318169284,sand,21.66958026324258,65.8179414692674,56.36295486276007,4,maize
mountain,4.825090561345809,clay,20.49266780715362,247.08619270389917,69.50533407834199,2,tea
redandyellow,6.244566411187204,loam,15.173260476853013,248.35223126837454,85.84254966872274,11,coffee
black,6.370842954070398,loam,23.57781034711825,73.30892661196434,59.76820752232531,6,maize
black,6.59461179456424,sand,26.69051068898362,105.06773936415463,58.04512569289669,6,maize
redandyellow,6.802951190607633,loam,31.967801889855654,140.80729903518136,55.1196365557767,10,sugarcane
black,6.421003361461761,sand,26.975333677994637,71.49727386759494,56.19429375838063,5,maize
black,6.0243400084178145,loam,33.09036825968637,82.2396595574784,51.72815713034981,3,cotton
laterite,6.208421481026064,clay,22.64501148138225,77.08000987422551,50.958254195395085,2,cotton
laterite,6.1038108651401215,sand,24.961930106466582,92.91461028075565,58.28556872668241,5,cotton
laterite,6.4750890941559405,loam,23.58066114849882,57.46154239186071,57.96046209384974,2,cotton
black,6.313351642252489,loam,32.02220064118866,50.51650396470756,58.4132375407428,4,cotton
black,6.795276213347069,sand,24.717616319807956,68.87239906052443,62.559480789770625,4,maize
black,6.017591695534659,loam,21.868688708685593,94.31964008608415,51.61341013812466,4,cotton
alluvial,6.710149866336402,clay,34.76454410043114,223.28677632992003,70.17896483389116,5,jute
black,6.087614304413034,loam,28.924292261543112,58.133017820645684,52.22314428318513,1,cotton
black,7.128357464511743,loam,35.665930309327905,148.5436974843084,59.711287498399756,10,sugarcane
alluvial,6.505909732252336,clay,28.15556115041156,207.88384631428985,80.22773551267923,7,jute
mountain,5.4013095761725705,loam,21.994134032867656,165.73901603827085,66.1607271591333,3,tea
black,6.107678722771768,loam,25.639449453104994,82.68238191319193,64.61122096971094,5,maize
mountain,5.327255565153447,clay,25.52241080075317,178.1450276883191,67.36904543731427,1,tea
mountain,5.21440576092709,clay,20.41596006587692,299.1794910380986,66.14776061938284,4,tea
laterite,6.148662734219183,sand,26.602484990164058,72.46020527774267,54.09690113369565,3,cotton
alluvial,6.452811811201225,loam,33.06624311883709,245.53472331480629,87.15498340532511,4,jute
black,6.430525299392895,sand,26.947947470227785,69.40800996798477,62.23337473972894,8,maize
black,6.037032297562037,loam,26.05370683170058,100.98521588826047,55.14293378042942,7,maize
laterite,5.95064732960663,loam,21.16658763756362,245.2291242754083,72.8412060381335,8,coffee
black,6.402272892321726,clay,29.900043919739893,86.34689712766709,52.347117936638114,5,cotton
redandyellow,7.289962561805209,loam,28.377716316667872,157.7302077823641,52.06900894968904,10,sugarcane
alluvial,6.343103738259804,clay,23.89136439170415,245.02149614524546,68.0111641008242,7,rice
laterite,6.100384119871534,loam,21.000697833138698,60.63578184302138,56.78728794042191,7,cotton
laterite,6.347464515020189,loam,17.218961568347037,187.65139555899827,81.61737649216437,10,coffee
mountain,4.813042805121988,clay,29.282915229827,188.56083225482362,67.40369065942488,4,tea
redandyellow,6.18109262033939,loam,24.456581119684593,134.1142978180229,73.36844246716983,12,coffee
laterite,5.702583404359895,loam,24.107458425157525,153.06240946918794,74.02611091041886,10,coffee
alluvial,5.803792141167857,clay,36.37608398478974,262.55204761220864,62.19171634558995,5,rice
black,6.223310212947426,loam,23.556113940573983,61.41940247474082,53.527299095292214,12,wheat
black,6.453230863791427,loam,24.731488629632107,45.32804155990185,52.88616113807319,9,wheat
black,6.04729919077368,loam,21.927879247599357,80.91884252423566,51.18964097637189,10,wheat
black,6.677214957790702,loam,21.92571945909597,83.94859830193727,53.32117131642921,12,wheat
arid,6.239672070945546,loam,26.475403618024583,63.583134901397,63.91338721348508,6,maize
alluvial,6.443900271017844,loam,20.48444199769001,58.412575022292366,57.654074188720706,10,wheat
alluvial,6.233297792789016,clay,29.6214660041842,164.73453839995491,78.10993891341357,5,jute
alluvial,6.9295988686442005,loam,29.65160152646017,143.16367294391782,58.404954441399376,11,sugarcane
alluvial,6.252598119228723,loam,27.050938739757243,183.68437002577664,74.6622526084332,4,jute
alluvial,6.162202283350746,loam,28.924906399272032,202.57346084292905,74.67858538857325,5,jute
alluvial,6.449773192767299,clay,23.694138708019366,92.23680640296396,56.78769249993449,10,wheat
redandyellow,7.064421598097919,loam,36.54223989257164,146.8142264148943,51.83761562826975,10,sugarcane
laterite,6.133109992213426,clay,21.271137044964462,62.60118710963687,57.05783652378599,3,cotton
black,6.731850407415214,loam,31.314688425698282,152.19312228581185,55.77566089197135,10,sugarcane
redandyellow,6.187557585581242,loam,20.475927865671117,137.32687501425409,86.83036897048379,8,coffee
alluvial,5.8179752985121365,loam,27.661829165958473,204.04841572041272,70.30115481543801,6,jute
alluvial,7.054037568684931,loam,30.395938855490648,140.7436884998344,52.67374079886107,11,sugarcane
alluvial,6.39633370240567,sand,24.083098914917745,95.86770381787684,60.67890090553053,7,maize
laterite,6.024034868596063,loam,24.841221317239423,124.97914367912342,76.06460735900319,10,coffee
alluvial,5.7423051038106605,clay,33.954625274733715,244.83027416741982,62.774394370408466,7,rice
alluvial,6.1877925243907095,clay,31.42161590709108,290.40828921393086,69.01002537357553,5,rice
alluvial,5.967155890734144,loam,21.839833752591467,94.03424618842426,56.485951590012384,6,maize
alluvial,6.55920310913578,loam,30.806955144649443,208.85827669149975,82.41565757451531,7,jute
black,7.301095036749223,loam,35.50300129624625,142.97525532113022,52.486713279074955,9,sugarcane
arid,6.347106383170916,sand,23.71981611843884,81.95964947469099,60.536552671778615,7,maize
alluvial,6.411530324580174,loam,34.93329326561761,157.83217740037247,70.85658800871417,7,jute
arid,6.189945245603704,loam,25.898064482772607,91.47850639110162,55.08308247700577,6,maize
black,6.318242817240086,loam,24.97245663221192,93.25380833780571,61.47077385961003,8,maize
alluvial,6.559316997707887,sand,26.760095422336097,73.42075682402813,63.38089029445622,8,maize
alluvial,6.342281918625386,loam,24.397179632371813,175.95641489738853,70.22503683654142,5,jute
alluvial,6.13997618156265,clay,24.12314358159409,249.6588579093342,86.79978532629559,6,jute
alluvial,6.3890332208942215,clay,34.22189600942497,270.8588913824158,64.38776746344426,7,rice
alluvial,6.723731813097974,loam,37.61149655197349,141.77850615928637,57.44927810724694,10,sugarcane
alluvial,6.617744372759256,loam,26.775878605180033,77.9378332521662,57.07431919127635,6,maize
alluvial,6.219328366174311,loam,29.78496992792124,172.34943672163914,80.73266666307302,8,jute
alluvial,6.939221821820827,loam,21.446597771815117,89.49391480123148,53.03302445779838,10,wheat
alluvial,5.986828754390289,clay,29.694998474030818,258.8241601921035,69.43504702417415,7,rice
mountain,4.681089698675382,clay,21.174640524461278,226.02446855941827,68.45251688414058,3,tea
alluvial,5.5011943357140325,clay,30.06559041433423,199.8524630125608,63.73926061035443,6,rice
black,6.736068474384458,clay,23.306353781328323,72.15711362565389,59.43720465632894,10,wheat
alluvial,6.356126315058175,clay,31.353392589760485,173.72278400857815,77.75304443801477,8,jute
laterite,6.082581142888577,loam,32.69359407848543,86.12498965230824,56.295364855378146,4,cotton
laterite,5.730155544462487,loam,25.774292464310346,200.03431328180258,74.38717052236741,10,coffee
redandyellow,5.902791081113375,loam,27.98002211561899,219.32483833881201,77.25892095272192,9,coffee
mountain,5.372350814418905,clay,22.20102581794682,284.46651235215563,73.79956642793437,5,tea
laterite,6.182974908466475,loam,33.0395586407492,56.10481236168574,52.477580096211724,2,cotton
mountain,4.837535180958952,loam,25.085821325700998,216.78248860384963,66.40729546519964,2,tea
alluvial,6.463691070660838,clay,28.511953039623783,216.18591769008157,69.47517193527568,5,rice
redandyellow,5.949963264902621,loam,18.623737941307244,121.86304858083703,88.95846982435516,9,coffee
alluvial,5.898642438307161,clay,36.28134189597104,160.59031980933568,83.11917167016357,5,jute
alluvial,6.280083360364484,sand,21.795185293361264,83.17146433406572,55.205734624881664,5,maize
laterite,6.027671959850192,clay,32.178917923583874,89.3905262346461,52.16328902089279,4,cotton
mountain,4.712515543771327,clay,22.480015572254057,282.1852379561082,73.46250166126481,2,tea
alluvial,6.659900716788916,loam,35.664270721304646,144.0373729718142,59.83884679802606,12,sugarcane
mountain,4.9351433658000055,loam,29.00683510199329,181.988003720609,74.74837456759599,1,tea
black,6.4739414708087315,loam,33.62428728148142,95.03038319117137,55.759512052618184,4,cotton
alluvial,6.695615610808541,loam,28.746035181478074,150.4232938573836,53.62305117189631,9,sugarcane
alluvial,5.903330242998184,clay,31.506867872027517,255.39905789371971,62.1117905904915,4,rice
black,6.038301323252723,loam,24.277718680060417,64.2432501306096,51.86342129555529,11,wheat
laterite,5.658843865317592,loam,27.535165742481496,152.43224885433824,85.2923050889018,11,coffee
laterite,6.145633375530807,loam,22.71059261165232,169.4975150170585,73.10962379793345,11,coffee
redandyellow,7.0365163043778916,loam,32.22788521956026,155.38552279057177,54.84650051755871,12,sugarcane
mountain,5.464648583092227,loam,25.451250603304707,202.31816676531747,74.68123045250438,3,tea
laterite,6.269065022790822,clay,22.14061924348372,75.28134556956157,52.6605273627159,4,cotton
alluvial,6.986147686388901,loam,37.15985792393102,150.85173189508808,59.52591879533827,10,sugarcane
black,7.263727925156634,loam,34.246452841371664,156.11955267589394,54.99784044485519,10,sugarcane
alluvial,6.463876637710316,clay,35.80611846139878,213.5620525672964,63.204770042611074,4,rice
alluvial,6.836086663493465,clay,20.64382089953836,96.2936330040262,53.78586534493684,10,wheat
alluvial,6.530293749814488,clay,24.409001756142217,190.9334986118598,79.4536939844416,6,jute
alluvial,6.723501683813753,clay,23.948054919445948,78.59760676668279,55.91137148791078,12,wheat
mountain,5.4668451616189175,loam,21.692558831222776,282.3104535380694,65.59413881334754,2,tea
alluvial,6.059816420171362,loam,21.51387057867958,44.3205442039276,52.63683167014714,12,wheat
laterite,6.0798011707726,loam,27.18303220244815,97.41015242166141,51.599749829719535,5,cotton
mountain,4.762201086932574,loam,29.30207735554536,157.38820056154137,73.24849687296089,5,tea
redandyellow,6.0273168141536235,loam,18.436765237185732,224.10364561111572,75.70136808001568,12,coffee
alluvial,6.299471824054036,clay,20.885744579870643,97.962455378873,57.821299169065384,9,wheat
black,6.328648972131679,clay,23.135466236803598,32.52053702161156,52.29009027043167,12,wheat
mountain,4.5248571797261,loam,22.91159301921141,227.56698895933806,65.89135736187433,3,tea
black,7.289023703863478,loam,31.83112300751307,141.91064539905508,53.827245218612084,11,sugarcane
black,6.165092813836084,sand,31.218923566200548,92.20424544184124,54.22235203871144,5,cotton
laterite,6.119560779059977,loam,24.78386452555102,53.57119316492366,52.48083979391362,3,cotton
redandyellow,7.154641381884479,loam,34.80959266082882,146.1284275659567,54.55487376294634,11,sugarcane
black,5.938413781454326,loam,24.35164661197816,79.67548224480123,57.14248185165298,7,maize
mountain,4.736998848495519,loam,21.943796839346035,159.5826687977193,65.22240086121718,4,tea
alluvial,6.092004390767941,clay,28.6741899940794,190.42398312455538,69.00160784634011,4,rice
black,6.273017313378901,sand,32.28345397813901,78.10326596562282,51.73356519514899,5,cotton
alluvial,6.082093242697696,clay,34.364753765736225,264.9128219636815,63.32788938485623,6,rice
mountain,5.000029608253756,loam,21.000178254197667,208.8452434821003,71.04273534495086,3,tea
alluvial,6.748798130926834,loam,28.334803995194605,157.87419125772843,59.88153650824066,9,sugarcane
alluvial,7.06492244508714,loam,32.79905927050276,155.5267079501706,57.91348550006014,10,sugarcane
black,6.211114242986697,loam,21.381663113988736,44.47441556066666,50.160265860514855,9,wheat
mountain,4.529199134975496,clay,23.00533784906164,237.59874641865787,74.00303848640452,3,tea
redandyellow,6.228146165757942,loam,24.88372424507309,101.0171041447615,89.86524142245521,11,coffee
laterite,6.179516763093705,sand,29.912689178989197,95.49319393610261,54.60216953461377,7,cotton
black,6.1531318117044815,clay,28.59785741635604,98.46544220170927,51.8657829015001,4,cotton
laterite,5.728862868857285,loam,24.194511154989257,139.7517638426031,81.98577416922289,9,coffee
mountain,4.788301987530054,clay,22.13320490483854,213.07413223166117,73.66821068115476,3,tea
black,6.300214873872919,loam,21.046203645974757,100.16494023665365,60.172420249354495,6,maize
redandyellow,6.743212275019994,loam,36.14317304577499,157.29444408515346,56.25882010271866,11,sugarcane
alluvial,6.775911274219904,loam,21.591191088264793,60.12515355004369,52.741431526615344,11,wheat
black,6.712071669624005,clay,21.513123519433616,92.08491041344448,51.619768403313515,10,wheat
alluvial,6.873253983322831,loam,28.138861704113406,156.69158924994275,52.3444933031041,10,sugarcane
black,6.12480171146733,sand,21.96070273734538,57.32583370168437,54.0208808770044,5,cotton
alluvial,5.875425041440826,loam,34.63041739049384,187.57426229766202,80.6827178726652,4,jute
black,6.564185216703834,loam,28.138747343132206,151.40858520813063,54.15039936124589,10,sugarcane
alluvial,6.212802306219684,clay,21.6012344762812,90.70068452974282,53.61107844454484,9,wheat
redandyellow,7.006151027556417,loam,27.860797599963824,144.42862323703437,56.1765975317323,9,sugarcane
black,6.922476605125184,loam,22.04442839588671,82.21260338269525,53.65195355884239,10,wheat
black,6.338161069443206,clay,24.784476414675847,47.4458640180562,59.119817860338145,12,wheat
mountain,5.367446936247057,clay,20.862979106287252,215.3318085458343,65.80581931796256,1,tea
laterite,5.973420429551766,loam,18.927855837200532,247.51058080094145,87.33472455959576,10,coffee
mountain,5.485889507304355,clay,24.429157846905944,151.18046320228916,65.40666938096922,1,tea
alluvial,6.7475690614122525,clay,20.083148963489922,71.19071104063622,57.75691963215429,11,wheat
alluvial,6.686676757814894,loam,28.988994294680715,151.15557940876343,88.19867352165954,6,jute
redandyellow,6.638645967816055,loam,27.266558446774585,148.9950656635224,51.4601783748807,8,sugarcane
alluvial,6.191225229823528,clay,33.60782644337117,179.50857970912702,71.53852135229553,6,jute
black,6.680473551678591,sand,22.253710579824727,90.40459210063838,64.6664080899106,6,maize
alluvial,5.710947573020956,clay,32.50103622169483,265.7535653444529,68.9122537145885,7,rice
black,6.44036743559485,sand,31.536399659663466,68.94868438874408,55.18821953961103,3,cotton
black,7.306415748069766,loam,29.327732695874854,155.1955732201859,55.05186236161858,11,sugarcane
redandyellow,6.099914765079952,loam,21.882305733458793,179.18031564038893,89.58850154427431,12,coffee
alluvial,6.032981005397344,clay,34.393096971736725,222.820833264423,62.36595879133535,5,rice
alluvial,6.632755966024486,clay,24.371916100103828,224.97052178925327,78.67139369563206,5,jute
arid,6.316232669066638,loam,23.75214007712017,96.97291560557295,57.693349930390035,8,maize
black,6.347652076364611,loam,22.50333473866515,61.479676947479405,55.23547792134982,6,maize
black,6.809569850740626,loam,35.609052234450445,147.35938907975978,55.362607395532386,8,sugarcane
alluvial,6.018935988141694,loam,24.19689097670845,169.1224210638001,80.25770631950061,6,jute
alluvial,6.725293134442483,sand,25.214327223519437,61.29594825326678,61.72416013819061,6,maize
redandyellow,5.872929325978486,loam,18.22421924919411,162.60893547079772,81.48132476493235,9,coffee
black,6.083291379889456,sand,26.73991638791298,82.10183513941458,55.750785937702034,7,maize
mountain,4.70637777804721,loam,26.31053351813953,219.25238629949718,68.61632662055366,5,tea
black,6.301254414243559,clay,23.10970237840492,42.13109664582099,50.52277739670151,11,wheat
laterite,6.263450386888207,clay,31.32779771014201,81.03430674946937,54.48008776014277,5,cotton
alluvial,6.692041111511542,loam,36.66505815510909,165.05088647771652,82.62356279133404,8,jute
alluvial,5.80502996759659,clay,26.11707706321034,242.02207060988658,82.0308201115853,6,jute
alluvial,5.978764885153906,clay,30.894603749849125,261.8584331661442,65.22890410827807,6,rice
black,6.531992089387836,loam,20.314256312697086,67.06482359648282,54.53597781874195,12,wheat
alluvial,6.258684444390625,loam,24.33570696263928,214.7051565478118,85.9571441537719,5,jute
alluvial,6.018276086665558,clay,36.25178782294239,207.10583012347803,76.56490214105595,5,jute
mountain,4.855274425590618,clay,28.198125545568573,217.92302526328638,69.79197447598685,4,tea
laterite,6.139862721240627,clay,21.4144121304238,57.17550506804517,50.081461602977974,3,cotton
alluvial,5.912881106205312,clay,29.329002625991556,183.43566821588908,68.4758336036867,6,rice
alluvial,6.019246738483619,clay,24.7155120515739,63.18046293452033,54.54713805396359,10,wheat
alluvial,5.896691881959547,loam,32.59247115843382,203.66350918598056,73.59436026286679,4,jute
black,6.924089077738385,loam,20.950297470063322,37.42070789628787,52.35348827636491,9,wheat
alluvial,6.198611250673456,clay,33.14839616763264,246.7619905399133,61.86993474288519,6,rice
laterite,6.019393632460536,loam,27.145653876746927,76.79743336159068,59.63197294085692,4,cotton
alluvial,6.199912823929799,clay,21.42399938838342,73.52862657952709,53.36461555215523,9,wheat
arid,5.9037716693058835,sand,25.841656072703454,94.51559539622131,55.350714791573616,6,maize
alluvial,6.188734506451893,loam,32.2060691365031,246.63241212854808,85.08186973596122,7,jute
alluvial,6.370985095022889,clay,28.947852425514107,272.4489874247539,65.12124712276263,6,rice
black,6.7246056467473325,loam,21.438066545717348,43.78205912180025,50.357506402562734,9,wheat
